mi,raw_mi,emi,timestamp,state,theta_fz,alpha_po,faa,beta_frontal,eda_norm
0.9996475906918347,6.74555186774239e-07,2.1276501458732374e-08,1750868023.155503,continuous,1.1925767626832682e-05,9.869038674101041e-06,-0.2786971676884953,8.129158998024255e-06,8.64281601715088
0.9996475906918347,2.9541224726405416e-06,1.3893941674627231e-07,1750868024.1264966,continuous,2.463665479586292e-05,1.2722000084176059e-05,0.1807604338151343,1.217270526686772e-05,8.616980787277221
0.9996475906918347,1.8666165212553154e-06,6.585878385408061e-08,1750868025.1224933,continuous,5.6197748415746725e-05,4.920124925070626e-06,-0.019704084765990615,2.0145120445607468e-05,8.630092418670655
0.9996475906918347,1.99686918836191e-06,9.783829676616186e-08,1750868026.114504,continuous,7.08242648522248e-06,1.202527490069854e-05,0.11222867706337958,2.3093734325467418e-05,8.696360389709472
0.9996475906918347,4.5821417436635676e-07,1.3234457394676401e-08,1750868027.1225014,continuous,8.02774027963219e-06,8.778077349075146e-06,-0.39291023873276565,9.609242293054712e-06,8.811970760345458
0.9996475906918347,8.45767679619952e-07,2.3787053612266745e-08,1750868028.139492,continuous,3.6240650956146725e-05,1.2786991146254896e-05,-0.2711647946769684,8.274046977755506e-06,8.931278366088867
0.9996475906918347,2.9959049667324947e-07,7.441922488832055e-09,1750868029.1183877,continuous,1.0797530211002975e-05,5.267635063049456e-06,-0.5380682505890473,6.029554234084874e-06,9.017779201507569
0.9996475906918347,4.427302371480637e-07,7.932041754272297e-09,1750868030.112386,continuous,7.140876851323289e-05,9.15317741275849e-06,-0.571178888780441,4.662818499302317e-06,9.115296787261963
0.9996475906918347,1.6972318215286336e-06,7.375813328943432e-08,1750868031.1114383,continuous,1.8520628413563067e-05,3.5289114272021866e-06,0.033746637442909844,1.180483072612287e-05,9.264440826416015
0.9996475906918347,4.036579625072082e-06,2.385707867006862e-07,1750868032.1134655,continuous,1.3386568209137626e-05,3.418601814462566e-06,0.3288939574742038,7.295436233754955e-06,9.383468021392822
0.9996475906918347,6.0267332827825695e-05,9.150026746190637e-06,1750868033.1197774,continuous,4.861794078826347e-06,4.536588270954192e-06,1.2449639167239468,4.897709738346613e-06,9.445033203125
0.9996475906918347,8.855569347033761e-06,7.041566746221727e-07,1750868034.1107962,continuous,5.745534201261377e-06,6.802812559201116e-06,0.6032953048512422,8.545255949488145e-06,9.467747982025147
0.9996475906918347,1.419659216659499e-05,1.1119354045554929e-06,1750868035.1347914,continuous,3.1405486046449394e-05,6.604315896746677e-06,0.6991392078718501,9.996789316309115e-06,9.45140202331543
0.9996475906918347,3.2046379489954766e-07,8.539973038214373e-09,1750868036.1157913,continuous,1.217186690213239e-05,4.408925407036855e-06,-0.49761852412048313,1.8888129087135535e-05,9.370309604644776
0.9996475906918347,1.5902628620357312e-06,6.907401714221662e-08,1750868037.0998616,continuous,8.602283128630785e-06,1.0557659834948772e-05,0.019630594464832285,1.204466638188472e-05,9.249362781524658
0.9996475906918347,4.8872677392000715e-06,1.213639989828543e-07,1750868038.1038952,continuous,0.00013696903249744952,2.081594100071269e-05,0.061191713540589276,2.1296602167013373e-05,9.12229278564453
0.9996475906918347,9.800170508734296e-07,3.3798572594558836e-08,1750868039.1168892,continuous,2.1063403370356822e-05,7.440611559410704e-06,-0.166555562553226,1.106851352861329e-05,9.00925796508789
0.9996475906918347,5.856095929182986e-07,1.6300388467713927e-08,1750868040.108885,continuous,3.041866256247994e-05,5.563631385025958e-06,-0.353262392289194,1.3487096713972932e-05,8.935908405303955
0.9996475906918347,2.9793530407037596e-06,8.492274611486823e-08,1750868041.1038985,continuous,0.00010524179394445275,2.8552268364045062e-06,0.0035742778474556758,1.00559758873269e-05,8.891383178710937
0.9996475906918347,3.5917558158187416e-06,1.3782982083115253e-07,1750868042.1039245,continuous,5.1524537794586584e-05,2.529123493366598e-05,0.15011237060261884,1.4071378966326235e-05,8.885436023712158
0.9996475906918347,4.0469936223656273e-07,7.1517191036256856e-09,1750868043.1076288,continuous,5.431161078662304e-05,2.4309393647824726e-05,-0.5952862822040696,5.3154762009785994e-06,8.898847213745118
0.9996475906918347,1.324739060004694e-06,4.077497376794843e-08,1750868044.104619,continuous,4.813540928480295e-05,1.0468077695084862e-05,-0.14265792674862077,1.0188022473193165e-05,8.901112781524658
0.9996475906918347,9.954478599459185e-06,7.007337549845762e-07,1750868045.1016192,continuous,2.2806402225453212e-05,1.1431560226446045e-05,0.5846829958598221,6.291499778948793e-06,8.946691970825196
0.9996475906918347,6.730830863762245e-06,4.351884646578239e-07,1750868046.1026232,continuous,2.222403756812203e-05,8.513563379131285e-06,0.47083574285657726,1.1520993338436091e-05,9.108659557342529
0.9996475906918347,3.0194882229998393e-06,7.872403207073226e-08,1750868047.1036196,continuous,0.00011721404937098668,4.041887983715619e-06,-0.025433626218267946,9.675296785203848e-06,9.162995990753174
0.9996475906918347,1.2443966556008834e-05,1.1411256243006528e-06,1750868048.0936215,continuous,1.1814304071591793e-05,3.713629731596707e-06,0.7280076843590333,2.1054395344241294e-05,9.07070040512085
0.9996475906918347,5.844259034350042e-07,1.695940704382248e-08,1750868049.0936277,continuous,8.879971560951105e-06,1.9581507906087455e-05,-0.3390026223709608,1.0908550595237564e-05,8.94790961074829
0.9996475906918347,3.210732061379841e-07,7.1716021678036145e-09,1750868050.09062,continuous,1.4778966138055188e-05,2.4695124266183342e-05,-0.560559291319402,1.466092584734013e-05,10.011191173553467
0.9996475906918347,3.4257650977630532e-06,1.8534160338957145e-07,1750868051.1146276,continuous,3.8643980807113125e-06,2.1823993695711047e-05,0.2626753813537679,1.4415862578307553e-05,12.619186809539794
0.9996475906918347,4.728076152560105e-07,1.3909604932974508e-08,1750868052.0956316,continuous,3.9100841649857445e-06,1.1152501822465981e-05,-0.37969504369343277,8.546901174365815e-06,13.151357997894287
0.9996475906918347,1.1936666297935642e-05,9.820380775926186e-07,1750868053.1036444,continuous,8.923530977559946e-06,1.3199417815908365e-05,0.6794662886544884,8.934386375466274e-06,15.30995278930664
0.9996475906918347,3.1761797865183506e-06,1.674217135703727e-07,1750868054.0856452,continuous,1.828599265556209e-05,2.9232772135508178e-06,0.23659135231409856,6.371514024784691e-06,11.874380405426026
0.9996475906918347,4.920018161885196e-06,3.249086059816291e-07,1750868055.0947413,continuous,3.5620407517564674e-06,1.2638955018894343e-05,0.41166176736331117,1.7485819192520187e-05,11.0936203956604
0.9996475906918347,3.7560097828587006e-08,4.805216606498951e-10,1750868056.078742,continuous,9.573401428899908e-06,1.0658537358565493e-05,-1.2189728874890093,2.0476537531918897e-05,10.628938411712646
0.9996475906918347,1.370240294692253e-06,6.011522989542873e-08,1750868057.105749,continuous,4.569106012552655e-06,8.008095232610431e-06,-0.008466631538006197,1.5433817867218624e-05,10.23033681488037
0.9996475906918347,4.2845675781773884e-07,1.1524794246236908e-08,1750868058.077753,continuous,1.2646920936538702e-05,1.2083457442471542e-05,-0.43259967947430056,1.1278753379593927e-05,9.96133042907715
0.9996475906918347,2.120323891605065e-05,1.973647476143576e-06,1750868059.076781,continuous,2.2590802040823938e-05,1.1928844179005885e-05,0.8470113906459815,1.3614872004401504e-05,9.879667613983154
0.9996475906918347,1.7711410343382974e-07,3.5973768002044026e-09,1750868060.0947835,continuous,1.6474487212680782e-05,1.0789244920421776e-05,-0.7216612980573256,1.9103462136705744e-05,9.87992881011963
0.9996475906918347,4.69568729115004e-06,3.032109391908693e-07,1750868061.0817757,continuous,9.158325709768021e-06,6.5485193125116086e-06,0.39345978380610447,1.489823589187132e-05,9.815814380645753
0.9996475906918347,1.799662365934036e-05,1.7057657753522565e-06,1750868062.0957723,continuous,2.010882639395931e-05,3.5617090459106924e-06,0.8182830342939145,1.2819225341924976e-05,9.71503519821167
0.9996475906918347,8.533704360988815e-06,6.171059825987004e-07,1750868063.0717738,continuous,6.3011999793847765e-06,2.053810467799224e-05,0.5617671618921758,1.2905500701064395e-05,9.592902381896973
0.9996475906918347,7.89023919169505e-06,5.485017199043465e-07,1750868064.0827801,continuous,1.5948975789816604e-05,9.966532523374209e-06,0.5305240640480537,7.9588271076865e-06,9.47811600112915
0.9996475906918347,9.159278688839253e-07,3.3133965297960485e-08,1750868065.0817702,continuous,7.824893378868867e-06,1.133937237182047e-05,-0.16389833885489047,1.2303173726668771e-05,9.4062287940979
0.9996475906918347,3.7177439950763965e-06,1.8764407001483702e-07,1750868066.07577,continuous,1.1929526410090255e-05,2.345623703594958e-05,0.25488533316337403,7.20867425936651e-06,9.387340023040771
0.9996475906918347,7.950226625349891e-07,2.7957147333355578e-08,1750868067.0757813,continuous,7.103057092643478e-06,7.029812585070052e-06,-0.2046400007247211,8.215764833503922e-06,9.399805198669434
0.9996475906918347,6.443239022616559e-07,2.0621583400856903e-08,1750868068.0927732,continuous,5.650585784743378e-06,1.9368457871118653e-05,-0.282376511356496,2.1239318329746444e-05,9.38057639694214
0.9996475906918347,8.660163664176546e-07,2.4700834983524092e-08,1750868069.092777,continuous,2.9833218953451944e-05,1.8405892900679255e-05,-0.2610707036398061,8.431642592606856e-06,9.32418239593506
0.9996475906918347,1.8784141431314212e-05,1.3453153498761552e-06,1750868070.0777698,continuous,5.8615859280089107e-05,1.3206836661193441e-05,0.7281440164469455,2.346245990651794e-05,9.254206398010254
0.9996475906918347,3.460755558816349e-07,5.239380037885456e-09,1750868071.100776,continuous,9.743436457392974e-05,8.809203756523404e-06,-0.6824333207745319,2.8030037823765202e-05,9.183048000335694
0.9996475906918347,3.939586648744405e-06,2.0129140900783431e-07,1750868072.080795,continuous,2.878044881560156e-05,1.0368758375838334e-05,0.2720234598534841,1.2026721232457627e-05,9.127184814453125
0.9996475906918347,1.0580126633928187e-06,3.843680332260183e-08,1750868073.0787733,continuous,2.1276339014071428e-05,9.18680830014303e-06,-0.13084979878585834,2.112031242338901e-05,9.080047996520996
0.9996475906918347,2.090482090745951e-05,1.6131484413980004e-06,1750868074.0577738,continuous,4.59313968502901e-05,1.2363217667884534e-05,0.7767097153419336,9.521913341488597e-06,9.081272388458252
0.9996475906918347,8.320908095533458e-06,5.805534192364562e-07,1750868075.0627794,continuous,8.914764606043413e-06,2.2553226802888447e-05,0.5436573505096423,1.4158406476130689e-05,9.147629985809326
0.9996475906918347,1.253758895103003e-06,3.469328407865243e-08,1750868076.083774,continuous,6.679922801616199e-05,6.1453338014871e-06,-0.19225795024592252,1.3260780451632117e-05,9.168191192626953
0.9996475906918347,6.498883113809866e-06,3.9322103809249396e-07,1750868077.0617836,continuous,2.1566900973559597e-05,1.408600473548202e-05,0.4392671521150575,6.460438828956681e-06,9.104756412506104
0.9996475906918347,5.038362665625893e-06,2.9928390657086166e-07,1750868078.0838337,continuous,2.5127532453154563e-05,7.860049058482302e-06,0.3789918386297,1.840149676542271e-05,9.002027561187743
0.9996475906918347,1.570000402368848e-06,6.323101616660992e-08,1750868079.0609245,continuous,1.6403612427660212e-05,1.0348433881963449e-05,-0.010427037048254206,7.509410776440049e-06,8.922155174255371
0.9996475906918347,8.059048982897974e-07,2.734533281381306e-08,1750868080.0918674,continuous,1.3041548513235606e-05,8.827102960317527e-06,-0.21423651551730316,1.1689917153823537e-05,8.913042404174805
0.9996475906918347,1.6893590333471925e-06,6.394242350420783e-08,1750868081.0929403,continuous,3.090592596592243e-05,8.301595830071988e-06,-0.01688680221118055,7.679041923366182e-06,8.975148406982422
0.9996475906918347,2.0493542411537976e-06,8.682998829241706e-08,1750868082.102165,continuous,3.349443762023415e-05,3.3437375351234726e-06,0.06535942896496749,1.563297110160056e-05,8.976811584472657
0.9996475906918347,2.9729386458319327e-06,1.7015243270845873e-07,1750868083.0504093,continuous,6.562322696230001e-06,2.6007793258013063e-06,0.25217405428328377,1.137824585705562e-05,8.85351838684082
0.9996475906918347,1.9951990046004044e-05,2.023726652395353e-06,1750868084.0655603,continuous,1.2540792462161352e-05,4.082579589235331e-06,0.8643085988848522,8.83617839440252e-06,8.710152389526368
0.9996475906918347,1.1169095901574326e-06,4.3128696839142866e-08,1750868085.0654237,continuous,1.1774474779611736e-05,3.010896699642817e-06,-0.0986484672537351,4.419721878438211e-06,8.623065208435058
0.9996475906918347,5.422690836525614e-07,1.5162513119465456e-08,1750868086.065527,continuous,2.1104892651586397e-05,8.159673459855446e-06,-0.36842298472707213,9.27072084136473e-06,8.579442796707154
0.9996475906918347,3.297047064880786e-07,8.975835210593097e-09,1750868087.0616593,continuous,5.866431943401124e-06,6.528509132053936e-06,-0.4842129746753763,1.453138138738219e-05,8.727533603668213
0.9996475906918347,3.5155929365444723e-07,8.770796122895688e-09,1750868088.053369,continuous,1.2943044514252938e-05,1.2422024145906571e-05,-0.5019541925800866,1.0058341795230263e-05,8.868653976440429
0.9996475906918347,3.044813472892683e-07,7.3670978682481474e-09,1750868089.0693936,continuous,6.888987918191007e-06,1.416474296501392e-05,-0.5439330744481321,6.835436071261871e-06,8.875183979034423
0.9996475906918347,8.731581170051699e-08,1.1656297058790836e-09,1750868090.068294,continuous,4.874605978507465e-05,2.21035969847396e-06,-1.023426390744273,1.4584035098570432e-05,8.827178806304932
0.9996475906918347,1.5008346106695184e-06,6.241672122644411e-08,1750868091.0473323,continuous,1.1886024205456613e-05,7.592020732458273e-06,-0.008687840779952438,6.5576691864241235e-06,8.761450386047363
0.9996475906918347,3.4752302850837176e-06,1.9806215031619674e-07,1750868092.0723407,continuous,9.990660145950095e-06,7.849368956332406e-06,0.2841976054985196,1.2497638129051227e-05,8.698317218780518
0.9996475906918347,9.39267641136164e-06,5.621148693474138e-07,1750868093.0844765,continuous,4.659031386508173e-05,8.824906968524417e-06,0.514354072250411,7.610501734563024e-06,8.667375606536865
0.9996475906918347,3.652589711653727e-06,2.0523237758310827e-07,1750868094.0629847,continuous,1.711534540190964e-05,2.8026996688738876e-06,0.2894971393386445,8.43271896920926e-06,8.706290416717529
0.9996475906918347,1.2674893578209176e-05,1.0424736183660952e-06,1750868095.0400245,continuous,1.2729625679593257e-05,1.5565044197934545e-05,0.6926318584759912,1.4662295389848166e-05,8.743962768554688
0.9996475906918347,5.453678875783122e-06,2.9653114841257276e-07,1750868096.0333576,continuous,3.1936184234204126e-05,1.4905464544156567e-05,0.36405684511903047,1.3932800319178601e-05,8.717777225494384
0.9996475906918347,2.872925069134611e-06,1.5268729260698494e-07,1750868097.0403678,continuous,5.026496241169961e-06,1.1958631320755886e-05,0.21824167027807917,9.397878662169858e-06,8.669178789138794
0.9996475906918347,5.3743855829539664e-08,7.789104777801564e-10,1750868098.05903,continuous,6.788156724220717e-06,5.371967385988992e-06,-1.0985624522412323,7.677779328813036e-06,8.611795230865479
0.9996475906918347,8.447891242840711e-07,2.5866483450580318e-08,1750868099.0380313,continuous,2.7309876527446242e-05,8.13459089064638e-06,-0.2412422744520022,5.841030063168932e-06,8.634237592697144
0.9996475906918347,9.181329884491653e-07,3.417347309182004e-08,1750868100.0550907,continuous,1.0574389381915086e-05,5.5459508345247565e-06,-0.15309554988797025,1.3897460678335998e-05,8.779250383377075
0.9996475906918347,7.644920628165663e-06,5.177172164528827e-07,1750868101.0551329,continuous,1.616441599103062e-05,1.1342551398436578e-05,0.5143267276544101,6.831976502322984e-06,8.842900009155274
0.9996475906918347,2.5018888126261846e-06,1.091076012088323e-07,1750868102.0551734,continuous,2.4568339352134242e-05,1.733356498625193e-05,0.1183822317208918,1.508290269192268e-05,8.839603984832763
0.9996475906918347,1.7286877985009946e-06,7.043341678447871e-08,1750868103.0449522,continuous,2.0643055979141836e-05,9.214421083654068e-06,0.014365656073271893,7.816500608336871e-06,8.801759178161621
0.9996475906918347,1.7358810493704132e-06,7.367604506658267e-08,1750868104.0289423,continuous,7.904773491269731e-06,1.958279715599271e-05,0.0302560489645618,1.35374788638293e-05,8.742233591079712
0.9996475906918347,1.7949353719099406e-06,7.14843810250395e-08,1750868105.068091,continuous,9.404126385097995e-06,3.087767354331866e-05,0.014955137637823412,1.7226368581959388e-05,8.717990427017211
0.9996475906918347,2.773297651115702e-07,6.677240944366917e-09,1750868106.0201428,continuous,1.7063029707932575e-05,6.292610000650111e-06,-0.5649478595355522,1.7418220652941216e-05,8.757773593902588
0.9996475906918347,5.826621078310138e-08,7.999266432986703e-10,1750868107.022149,continuous,2.394263524158988e-05,1.2576935824064755e-05,-1.0989990567372345,3.003178689485218e-05,8.754415227890014
0.9996475906918347,2.3081323052261674e-07,5.351082271368073e-09,1750868108.0391493,continuous,4.504026177977802e-06,1.131020880645694e-05,-0.6183180532439483,1.006874470493992e-05,8.736595180511475
0.9996475906918347,4.4117939778066725e-07,1.1384517516637164e-08,1750868109.0350149,continuous,2.796798003469991e-05,6.630201251291402e-06,-0.44083557445866184,1.5731875915595266e-05,8.733942373275756
0.9996475906918347,4.053454760052291e-06,1.9145797073711546e-07,1750868110.0510182,continuous,4.7255819307060666e-05,5.2114135460360036e-06,0.250157230152551,1.3313977041385215e-05,8.726030368804931
0.9996475906918347,4.897860148292516e-06,3.24466711546841e-07,1750868111.019014,continuous,2.4139571865068865e-06,8.206755603621595e-06,0.4112061695278477,8.88469095517939e-06,8.752346359252929
0.9996475906918347,1.964394446714278e-06,8.944903018190619e-08,1750868112.0760155,continuous,1.121423380191766e-05,7.559152124554075e-06,0.08130197511056103,5.562418918213798e-06,8.80635961151123
0.9996475906918347,2.3953183863219537e-05,2.395534109230083e-06,1750868113.0170112,continuous,1.6985616266533112e-05,7.726047960957775e-06,0.8981066200870842,4.231709670670614e-06,8.820103210449219
0.9996475906918347,1.8671905969719174e-06,6.853923175328324e-08,1750868114.0370164,continuous,4.627709760702913e-05,4.9056314333720195e-06,-0.006037165965823377,1.262949200836528e-05,8.815992778778076
0.9996475906918347,4.373813406985252e-06,2.713534192726895e-07,1750868115.012019,continuous,1.1745016230738379e-05,7.063224371827361e-06,0.3640548847321483,1.6243862465569733e-05,8.768911613464356
0.9996475906918347,1.1168706965092259e-06,3.683242861369887e-08,1750868116.0170093,continuous,4.244005915724128e-06,3.92226479323723e-05,-0.15423622770900813,1.51710906791074e-05,8.693083198547363
0.9996475906918347,2.144557322364079e-06,9.3356143357864e-08,1750868117.0310087,continuous,1.985820894435702e-05,1.3330219105535784e-05,0.08451123862787568,1.222715224473345e-05,8.63414596939087
0.9996475906918347,7.565680097969234e-07,2.3674037963739786e-08,1750868118.012011,continuous,2.943080828788965e-05,1.1286274816673414e-05,-0.25541414331340917,2.9690743098608633e-05,8.626607229232787
0.9996475906918347,2.2392606388029716e-06,1.088122341900911e-07,1750868119.044011,continuous,1.663213710098624e-05,9.348883013348238e-06,0.13385899152373604,2.3510489935910096e-05,8.634915208816528
0.9996475906918347,9.694353223853547e-06,8.16628474140338e-07,1750868120.0110207,continuous,4.388865853167328e-06,7.115718158189234e-06,0.6436506647368283,1.3598591940337381e-05,8.62738604927063
