timestamp,mi,state
2025-05-28 13:57:46.150221,5017729753574.27,Focused
2025-05-28 13:57:46.279222,5017729753574.27,Focused
2025-05-28 13:57:46.381221,5017729753574.27,Focused
2025-05-28 13:57:46.486221,5017729753574.27,Focused
2025-05-28 13:57:46.590220,5017729753574.27,Focused
2025-05-28 13:57:46.695218,5017729753574.27,Focused
2025-05-28 13:57:46.798220,5017729753574.27,Focused
2025-05-28 13:57:46.896221,5017729753574.27,Focused
2025-05-28 13:57:46.997219,5017729753574.27,Focused
2025-05-28 13:57:47.102220,5017729753574.27,Focused
2025-05-28 13:57:47.205220,-128325619141525.02,Unfocused
2025-05-28 13:57:47.332219,5000405884934.785,Focused
2025-05-28 13:57:47.441229,-128099385331031.39,Unfocused
2025-05-28 13:57:47.551216,4983145228156.344,Focused
2025-05-28 13:57:47.676219,-127873976424830.22,Unfocused
2025-05-28 13:57:47.806221,4965947437894.863,Focused
2025-05-28 13:57:47.948221,-127649387919425.17,Unfocused
2025-05-28 13:57:48.093222,-127649387919425.17,Unfocused
2025-05-28 13:57:48.214217,-127649387919425.17,Unfocused
2025-05-28 13:57:48.352220,-127649387919425.17,Unfocused
2025-05-28 13:57:48.486219,4948812171317.492,Focused
2025-05-28 13:57:48.611223,4948812171317.492,Focused
2025-05-28 13:57:48.726219,4948812171317.492,Focused
2025-05-28 13:57:48.849218,4948812171317.492,Focused
2025-05-28 13:57:48.957225,4948812171317.492,Focused
2025-05-28 13:57:49.118220,4948812171317.492,Focused
2025-05-28 13:57:49.230218,4948812171317.492,Focused
2025-05-28 13:57:49.354217,-127425615344042.12,Unfocused
2025-05-28 13:57:49.463218,4931739088079.507,Focused
2025-05-28 13:57:49.578232,-127202654260332.83,Unfocused
2025-05-28 13:57:49.694220,4914727850301.895,Focused
2025-05-28 13:57:49.822224,-126980500262081.33,Unfocused
2025-05-28 13:57:49.933222,4897778122549.182,Focused
2025-05-28 13:57:50.041237,-126759148974913.6,Unfocused
2025-05-28 13:57:50.152219,-126759148974913.6,Unfocused
2025-05-28 13:57:50.286220,-126759148974913.6,Unfocused
2025-05-28 13:57:50.406228,-126759148974913.6,Unfocused
2025-05-28 13:57:50.521222,4880889571807.224,Focused
2025-05-28 13:57:50.636223,4880889571807.224,Focused
2025-05-28 13:57:50.750225,4880889571807.224,Focused
2025-05-28 13:57:50.887216,4880889571807.224,Focused
2025-05-28 13:57:51.006220,4880889571807.224,Focused
2025-05-28 13:57:51.123225,4880889571807.224,Focused
2025-05-28 13:57:51.242216,4880889571807.224,Focused
2025-05-28 13:57:51.372221,-126538596056010.61,Unfocused
2025-05-28 13:57:51.492217,4864061867461.547,Focused
2025-05-28 13:57:51.616219,-126318837193824.19,Unfocused
2025-05-28 13:57:51.737219,4847294681275.507,Focused
2025-05-28 13:57:51.868220,-126099868107796.25,Unfocused
2025-05-28 13:57:51.991214,4830587687369.292,Focused
2025-05-28 13:57:52.117216,-125881684548080.6,Unfocused
2025-05-28 13:57:52.240222,-125881684548080.6,Unfocused
2025-05-28 13:57:52.377229,-125881684548080.6,Unfocused
2025-05-28 13:57:52.494219,-125881684548080.6,Unfocused
2025-05-28 13:57:52.620219,4813940562198.463,Focused
2025-05-28 13:57:52.741220,4813940562198.463,Focused
2025-05-28 13:57:52.869219,4813940562198.463,Focused
2025-05-28 13:57:53.028216,4813940562198.463,Focused
2025-05-28 13:57:53.159219,4813940562198.463,Focused
2025-05-28 13:57:53.314217,4813940562198.463,Focused
2025-05-28 13:57:53.436221,4813940562198.463,Focused
2025-05-28 13:57:53.565221,-125664282295268.19,Unfocused
2025-05-28 13:57:53.695219,4797352984533.356,Focused
2025-05-28 13:57:53.833221,-125447657160114.95,Unfocused
2025-05-28 13:57:53.952216,4780824635438.373,Focused
2025-05-28 13:57:54.084219,-125231804983272.88,Unfocused
2025-05-28 13:57:54.219224,4764355198251.353,Focused
2025-05-28 13:57:54.356243,-125016721635023.7,Unfocused
2025-05-28 13:57:54.480219,-125016721635023.7,Unfocused
2025-05-28 13:57:54.617220,-125016721635023.7,Unfocused
2025-05-28 13:57:54.743217,-125016721635023.7,Unfocused
2025-05-28 13:57:54.882221,4747944358563.612,Focused
2025-05-28 13:57:55.001220,4747944358563.612,Focused
2025-05-28 13:57:55.133218,4747944358563.612,Focused
2025-05-28 13:57:55.314224,4747944358563.612,Focused
2025-05-28 13:57:55.454220,4747944358563.612,Focused
2025-05-28 13:57:55.597220,4747944358563.612,Focused
2025-05-28 13:57:55.760222,4747944358563.612,Focused
2025-05-28 13:57:55.906215,-124802403015015.52,Unfocused
2025-05-28 13:57:56.043222,4731591804199.627,Focused
2025-05-28 13:57:56.192221,-124588845052002.34,Unfocused
2025-05-28 13:57:56.337220,4715297225197.507,Focused
2025-05-28 13:57:56.463223,-124376043703586.28,Unfocused
2025-05-28 13:57:56.599220,4699060313789.285,Focused
2025-05-28 13:57:56.750227,-124163994955962.19,Unfocused
2025-05-28 13:57:56.876222,-124163994955962.19,Unfocused
2025-05-28 13:57:57.001217,-124163994955962.19,Unfocused
2025-05-28 13:57:57.126219,-124163994955962.19,Unfocused
2025-05-28 13:57:57.300217,4682880764381.653,Focused
2025-05-28 13:57:57.471223,4682880764381.653,Focused
2025-05-28 13:57:57.613220,4682880764381.653,Focused
2025-05-28 13:57:57.724221,4682880764381.653,Focused
2025-05-28 13:57:57.851222,4682880764381.653,Focused
2025-05-28 13:57:58.017220,4682880764381.653,Focused
2025-05-28 13:57:58.134221,4682880764381.653,Focused
2025-05-28 13:57:58.264222,-123952694823665.75,Unfocused
2025-05-28 13:57:58.398230,4666758273536.576,Focused
2025-05-28 13:57:58.522220,-123742139349323.44,Unfocused
2025-05-28 13:57:58.646220,4650692539952.555,Focused
2025-05-28 13:57:58.771223,-123532324603405.73,Unfocused
2025-05-28 13:57:58.947221,4634683264445.659,Focused
2025-05-28 13:57:59.088217,-123323246683982.4,Unfocused
2025-05-28 13:57:59.212219,-123323246683982.4,Unfocused
2025-05-28 13:57:59.375217,-123323246683982.4,Unfocused
2025-05-28 13:57:59.503226,-123323246683982.4,Unfocused
2025-05-28 13:57:59.645221,4618730149931.122,Focused
2025-05-28 13:57:59.786219,4618730149931.122,Focused
2025-05-28 13:57:59.952225,4618730149931.122,Focused
2025-05-28 13:58:00.091219,4618730149931.122,Focused
2025-05-28 13:58:00.223222,4618730149931.122,Focused
2025-05-28 13:58:00.365219,4618730149931.122,Focused
2025-05-28 13:58:00.491224,4618730149931.122,Focused
2025-05-28 13:58:00.618219,-123114901716480.8,Unfocused
2025-05-28 13:58:00.755220,4602832901404.869,Focused
2025-05-28 13:58:00.964227,-122907285853446.39,Unfocused
2025-05-28 13:58:01.086219,4586991225925.344,Focused
2025-05-28 13:58:01.214219,-122700395274306.03,Unfocused
2025-05-28 13:58:01.368220,4571204832595.559,Focused
2025-05-28 13:58:01.491223,-122494226185133.56,Unfocused
2025-05-28 13:58:01.621222,-122494226185133.56,Unfocused
2025-05-28 13:58:01.766221,-122494226185133.56,Unfocused
2025-05-28 13:58:01.928218,-122494226185133.56,Unfocused
2025-05-28 13:58:02.073225,4555473432545.256,Focused
2025-05-28 13:58:02.198220,4555473432545.256,Focused
2025-05-28 13:58:02.326223,4555473432545.256,Focused
2025-05-28 13:58:02.489224,4555473432545.256,Focused
2025-05-28 13:58:02.620220,4555473432545.256,Focused
2025-05-28 13:58:02.762216,4555473432545.256,Focused
2025-05-28 13:58:02.903230,4555473432545.256,Focused
2025-05-28 13:58:03.035218,-122288774818417.98,Unfocused
2025-05-28 13:58:03.189224,4539796738913.162,Focused
2025-05-28 13:58:03.325229,-122084037432833.69,Unfocused
2025-05-28 13:58:03.474219,4524174466829.897,Focused
2025-05-28 13:58:03.612221,-121880010313013.73,Unfocused
2025-05-28 13:58:03.740221,4508606333400.307,Focused
2025-05-28 13:58:03.907233,-121676689769324.8,Unfocused
2025-05-28 13:58:04.038218,-121676689769324.8,Unfocused
2025-05-28 13:58:04.175223,-121676689769324.8,Unfocused
2025-05-28 13:58:04.318220,-121676689769324.8,Unfocused
2025-05-28 13:58:04.448218,4493092057686.676,Focused
2025-05-28 13:58:04.581229,4493092057686.676,Focused
2025-05-28 13:58:04.713219,4493092057686.676,Focused
2025-05-28 13:58:04.854217,4493092057686.676,Focused
2025-05-28 13:58:04.989222,4493092057686.676,Focused
2025-05-28 13:58:05.136229,4493092057686.676,Focused
2025-05-28 13:58:05.268216,4493092057686.676,Focused
2025-05-28 13:58:05.423221,-121474072137644.92,Unfocused
2025-05-28 13:58:05.555215,4477631360691.702,Focused
2025-05-28 13:58:05.689223,-121272153779143.33,Unfocused
2025-05-28 13:58:05.831224,4462223965341.828,Focused
2025-05-28 13:58:05.984219,-121070931080062.64,Unfocused
2025-05-28 13:58:06.164215,4446869596470.656,Focused
2025-05-28 13:58:06.312219,-120870400451503.17,Unfocused
2025-05-28 13:58:06.453217,-120870400451503.17,Unfocused
2025-05-28 13:58:06.588221,-120870400451503.17,Unfocused
2025-05-28 13:58:06.731225,-120870400451503.17,Unfocused
2025-05-28 13:58:06.874220,4431567980802.555,Focused
2025-05-28 13:58:07.030221,4431567980802.555,Focused
2025-05-28 13:58:07.176219,4431567980802.555,Focused
2025-05-28 13:58:07.316219,4431567980802.555,Focused
2025-05-28 13:58:07.476216,4431567980802.555,Focused
2025-05-28 13:58:07.633218,4431567980802.555,Focused
2025-05-28 13:58:07.773223,4431567980802.555,Focused
2025-05-28 13:58:07.927220,-120670558329209.8,Unfocused
2025-05-28 13:58:08.075224,4416318846936.467,Focused
2025-05-28 13:58:08.218221,-120471401173360.53,Unfocused
2025-05-28 13:58:08.349226,4401121925329.876,Focused
2025-05-28 13:58:08.503217,-120272925468357.66,Unfocused
2025-05-28 13:58:08.683234,4385976948282.9033,Focused
2025-05-28 13:58:08.839216,-120075127722620.81,Unfocused
2025-05-28 13:58:08.998223,-120075127722620.81,Unfocused
2025-05-28 13:58:09.142228,-120075127722620.81,Unfocused
2025-05-28 13:58:09.286217,-120075127722620.81,Unfocused
2025-05-28 13:58:09.432238,4370883649922.5703,Focused
2025-05-28 13:58:09.561237,4370883649922.5703,Focused
2025-05-28 13:58:09.693238,4370883649922.5703,Focused
2025-05-28 13:58:09.827244,4370883649922.5703,Focused
2025-05-28 13:58:09.966242,4370883649922.5703,Focused
2025-05-28 13:58:10.091241,4370883649922.5703,Focused
2025-05-28 13:58:10.234241,4370883649922.5703,Focused
2025-05-28 13:58:10.379249,-119878004468382.28,Unfocused
2025-05-28 13:58:10.530238,4355841766187.3223,Focused
2025-05-28 13:58:10.738222,-119681552261484.22,Unfocused
2025-05-28 13:58:10.879223,4340851034811.535,Focused
2025-05-28 13:58:11.020221,-119485767681178.28,Unfocused
2025-05-28 13:58:11.147220,4325911195310.297,Focused
2025-05-28 13:58:11.291223,-119290647329926.89,Unfocused
2025-05-28 13:58:11.438224,-119290647329926.89,Unfocused
2025-05-28 13:58:11.574239,-119290647329926.89,Unfocused
2025-05-28 13:58:11.739218,-119290647329926.89,Unfocused
2025-05-28 13:58:11.879217,4311021988964.3955,Focused
2025-05-28 13:58:12.027220,4311021988964.3955,Focused
2025-05-28 13:58:12.182220,4311021988964.3955,Focused
2025-05-28 13:58:12.335219,4311021988964.3955,Focused
2025-05-28 13:58:12.480225,4311021988964.3955,Focused
2025-05-28 13:58:12.623217,4311021988964.3955,Focused
2025-05-28 13:58:12.767227,4311021988964.3955,Focused
2025-05-28 13:58:12.925222,-119096187833206.67,Unfocused
2025-05-28 13:58:13.072223,4296183158805.296,Focused
2025-05-28 13:58:13.196220,-118902385839314.14,Unfocused
2025-05-28 13:58:13.352221,4281394449600.295,Focused
2025-05-28 13:58:13.511217,-118709238019172.97,Unfocused
2025-05-28 13:58:13.649222,4266655607838.0703,Focused
2025-05-28 13:58:13.803219,-118516741066143.3,Unfocused
2025-05-28 13:58:13.973220,-118516741066143.3,Unfocused
2025-05-28 13:58:14.116217,-118516741066143.3,Unfocused
2025-05-28 13:58:14.240229,-118516741066143.3,Unfocused
2025-05-28 13:58:14.379222,4251966381714.125,Focused
2025-05-28 13:58:14.513225,4251966381714.125,Focused
2025-05-28 13:58:14.636223,4251966381714.125,Focused
2025-05-28 13:58:14.770220,4251966381714.125,Focused
2025-05-28 13:58:14.909223,4251966381714.125,Focused
2025-05-28 13:58:15.041224,4251966381714.125,Focused
2025-05-28 13:58:15.206220,4251966381714.125,Focused
2025-05-28 13:58:15.335216,-118324891695833.22,Unfocused
2025-05-28 13:58:15.483225,4237326521116.3174,Focused
2025-05-28 13:58:15.615217,-118133686645911.81,Unfocused
2025-05-28 13:58:15.758224,4222735777610.8857,Focused
2025-05-28 13:58:15.906220,-117943122675924.4,Unfocused
2025-05-28 13:58:16.043220,4208193904428.124,Focused
2025-05-28 13:58:16.175222,-117753196567109.31,Unfocused
2025-05-28 13:58:16.313229,-117753196567109.31,Unfocused
2025-05-28 13:58:16.447220,-117753196567109.31,Unfocused
2025-05-28 13:58:16.627216,-117753196567109.31,Unfocused
2025-05-28 13:58:16.771220,4193700656448.8096,Focused
2025-05-28 13:58:16.913219,4193700656448.8096,Focused
2025-05-28 13:58:17.045222,4193700656448.8096,Focused
2025-05-28 13:58:17.189227,4193700656448.8096,Focused
2025-05-28 13:58:17.352217,4193700656448.8096,Focused
2025-05-28 13:58:17.476214,4193700656448.8096,Focused
2025-05-28 13:58:17.601222,4193700656448.8096,Focused
2025-05-28 13:58:17.742227,-117563905122216.78,Unfocused
2025-05-28 13:58:17.891235,4179255790190.117,Focused
2025-05-28 13:58:18.039229,-117375245165329.47,Unfocused
2025-05-28 13:58:18.170220,4164859063792.1367,Focused
2025-05-28 13:58:18.308221,-117187213541684.86,Unfocused
2025-05-28 13:58:18.453218,4150510237004.4375,Focused
2025-05-28 13:58:18.599221,-116999807117499.4,Unfocused
2025-05-28 13:58:18.731223,-116999807117499.4,Unfocused
2025-05-28 13:58:18.902220,-116999807117499.4,Unfocused
2025-05-28 13:58:19.039221,-116999807117499.4,Unfocused
2025-05-28 13:58:19.181221,4136209071172.5117,Focused
2025-05-28 13:58:19.325224,4136209071172.5117,Focused
2025-05-28 13:58:19.470228,4136209071172.5117,Focused
2025-05-28 13:58:19.609227,4136209071172.5117,Focused
2025-05-28 13:58:19.756225,4136209071172.5117,Focused
2025-05-28 13:58:19.908223,4136209071172.5117,Focused
2025-05-28 13:58:20.041222,4136209071172.5117,Focused
2025-05-28 13:58:20.178223,-116813022779794.47,Unfocused
